Respondent_ID,Date,Age_Group,Gender,Region,Product,Rating,Recommend,Feedback
894,2026-06-12,18-25,Male,North,Product B,3,No,Average
895,2026-06-13,26-35,Male,West,Product A,5,Yes,Excellent
896,2026-06-14,18-25,Male,South,Product C,2,No,Poor
897,2026-06-15,18-25,Female,East,Product B,3,No,Average
898,2026-06-16,36-50,Male,North,Product A,5,Yes,Excellent
899,2026-06-17,18-25,Female,East,Product B,3,No,Average
900,2026-06-18,18-25,Female,North,Product A,5,Yes,Excellent
901,2026-06-19,18-25,Female,South,Product A,5,Yes,Excellent
902,2026-06-20,18-25,Female,East,Product C,4,Yes,Good
903,2026-06-21,18-25,Male,West,Product A,5,Yes,Excellent
904,2026-06-22,26-35,Female,North,Product B,4,Yes,Good
905,2026-06-23,18-25,Female,East,Product B,5,Yes,Excellent
906,2026-06-24,36-50,Male,West,Product A,5,Yes,Excellent
907,2026-06-25,36-50,Female,East,Product C,4,Yes,Good
908,2026-06-26,18-25,Male,East,Product A,5,Yes,Excellent
909,2026-06-27,18-25,Female,East,Product A,4,Yes,Good
910,2026-06-28,18-25,Male,North,Product A,5,Yes,Excellent
911,2026-06-29,26-35,Female,West,Product A,5,Yes,Excellent
912,2026-06-30,18-25,Male,South,Product A,4,Yes,Good
913,2026-07-01,26-35,Female,North,Product B,5,Yes,Excellent
914,2026-07-02,18-25,Female,North,Product C,4,Yes,Good
915,2026-07-03,26-35,Male,North,Product A,5,Yes,Excellent
916,2026-07-04,18-25,Male,South,Product B,4,Yes,Good
917,2026-07-05,18-25,Male,West,Product B,4,Yes,Good
918,2026-07-06,36-50,Male,West,Product C,2,No,Poor
919,2026-07-07,26-35,Female,West,Product B,4,Yes,Good
920,2026-07-08,18-25,Female,East,Product A,5,Yes,Excellent
921,2026-07-09,36-50,Male,East,Product A,5,Yes,Excellent
922,2026-07-10,18-25,Female,East,Product B,4,Yes,Good
923,2026-07-11,36-50,Male,South,Product C,4,Yes,Good
924,2026-07-12,26-35,Male,East,Product A,5,Yes,Excellent
925,2026-07-13,18-25,Female,South,Product A,5,Yes,Excellent
926,2026-07-14,18-25,Female,West,Product C,3,No,Average
927,2026-07-15,18-25,Female,East,Product C,4,Yes,Good
928,2026-07-16,26-35,Female,East,Product C,2,No,Poor
929,2026-07-17,26-35,Female,North,Product C,2,No,Poor
930,2026-07-18,18-25,Female,South,Product A,4,Yes,Good
931,2026-07-19,18-25,Female,West,Product B,5,Yes,Excellent
932,2026-07-20,36-50,Male,North,Product B,5,Yes,Excellent
933,2026-07-21,36-50,Male,North,Product A,5,Yes,Excellent
934,2026-07-22,26-35,Male,West,Product B,3,No,Average
935,2026-07-23,18-25,Male,North,Product B,5,Yes,Excellent
936,2026-07-24,18-25,Male,South,Product A,5,Yes,Excellent
937,2026-07-25,18-25,Female,South,Product C,2,No,Poor
938,2026-07-26,36-50,Male,East,Product B,4,Yes,Good
939,2026-07-27,18-25,Male,North,Product C,2,No,Poor
940,2026-07-28,26-35,Male,East,Product A,5,Yes,Excellent
941,2026-07-29,18-25,Male,North,Product A,4,Yes,Good
942,2026-07-30,26-35,Male,South,Product B,3,No,Average
943,2026-07-31,26-35,Male,South,Product A,5,Yes,Excellent
944,2026-08-01,36-50,Male,South,Product B,4,Yes,Good
945,2026-08-02,18-25,Female,North,Product C,4,Yes,Good
946,2026-08-03,18-25,Female,South,Product A,5,Yes,Excellent
947,2026-08-04,18-25,Male,North,Product B,3,No,Average
948,2026-08-05,36-50,Female,East,Product B,5,Yes,Excellent
949,2026-08-06,36-50,Female,North,Product A,5,Yes,Excellent
950,2026-08-07,26-35,Female,East,Product C,4,Yes,Good
951,2026-08-08,26-35,Female,North,Product C,4,Yes,Good
952,2026-08-09,26-35,Male,East,Product B,5,Yes,Excellent
953,2026-08-10,18-25,Female,South,Product B,5,Yes,Excellent
954,2026-08-11,36-50,Female,East,Product B,5,Yes,Excellent
955,2026-08-12,18-25,Female,South,Product C,2,No,Poor
956,2026-08-13,18-25,Male,South,Product B,3,No,Average
957,2026-08-14,26-35,Male,East,Product B,3,No,Average
958,2026-08-15,18-25,Male,North,Product C,3,No,Average
959,2026-08-16,18-25,Male,North,Product A,4,Yes,Good
960,2026-08-17,26-35,Male,West,Product C,2,No,Poor
961,2026-08-18,18-25,Male,North,Product A,5,Yes,Excellent
962,2026-08-19,26-35,Male,West,Product A,4,Yes,Good
963,2026-08-20,18-25,Female,North,Product A,5,Yes,Excellent
964,2026-08-21,18-25,Female,North,Product C,2,No,Poor
965,2026-08-22,18-25,Female,South,Product C,4,Yes,Good
966,2026-08-23,18-25,Male,West,Product B,4,Yes,Good
967,2026-08-24,26-35,Male,North,Product B,5,Yes,Excellent
968,2026-08-25,18-25,Male,West,Product B,5,Yes,Excellent
969,2026-08-26,26-35,Male,South,Product C,2,No,Poor
970,2026-08-27,18-25,Male,South,Product B,5,Yes,Excellent
971,2026-08-28,26-35,Female,West,Product A,5,Yes,Excellent
972,2026-08-29,36-50,Female,South,Product A,5,Yes,Excellent
973,2026-08-30,26-35,Male,East,Product C,4,Yes,Good
974,2026-08-31,18-25,Male,East,Product B,5,Yes,Excellent
975,2026-09-01,18-25,Male,South,Product A,5,Yes,Excellent
976,2026-09-02,18-25,Male,East,Product A,4,Yes,Good
977,2026-09-03,26-35,Female,North,Product C,2,No,Poor
978,2026-09-04,18-25,Male,West,Product A,5,Yes,Excellent
979,2026-09-05,18-25,Male,North,Product B,4,Yes,Good
980,2026-09-06,26-35,Male,West,Product C,2,No,Poor
981,2026-09-07,18-25,Male,South,Product B,3,No,Average
982,2026-09-08,26-35,Female,North,Product A,4,Yes,Good
983,2026-09-09,18-25,Male,South,Product B,3,No,Average
984,2026-09-10,18-25,Male,South,Product C,2,No,Poor
985,2026-09-11,26-35,Female,West,Product B,4,Yes,Good
986,2026-09-12,18-25,Female,West,Product C,4,Yes,Good
987,2026-09-13,26-35,Female,West,Product A,4,Yes,Good
988,2026-09-14,18-25,Male,North,Product B,3,No,Average
989,2026-09-15,18-25,Male,East,Product B,4,Yes,Good
990,2026-09-16,36-50,Female,West,Product C,3,No,Average
991,2026-09-17,26-35,Female,West,Product A,4,Yes,Good
992,2026-09-18,26-35,Female,North,Product C,3,No,Average
993,2026-09-19,18-25,Female,West,Product B,5,Yes,Excellent
994,2026-09-20,26-35,Female,North,Product A,5,Yes,Excellent
995,2026-09-21,18-25,Female,South,Product A,4,Yes,Good
996,2026-09-22,18-25,Male,West,Product C,2,No,Poor
997,2026-09-23,36-50,Male,West,Product A,5,Yes,Excellent
998,2026-09-24,18-25,Male,South,Product A,4,Yes,Good
999,2026-09-25,36-50,Female,South,Product A,5,Yes,Excellent
1000,2026-09-26,18-25,Female,South,Product C,4,Yes,Good
